,Player,Link,StartYear,EndYear,Position,Tenure,Height,Weight,Birthday,All_Star_apps,All_NBA_apps,All_Def_apps,HOF,Games,PPG,TRPG,APG,FG_pct,3_pt_pct,FT_pct,eFG_pct,PER,WS
1506,Brevin Knight,/players/k/knighbr01.html,1998,2009,G,11,178cm,78kg,1975-11-08,0,0,0,0,729,7.3,2.4,6.1,41.2,13.4,78.9,41.4,14.9,32.6
1507,Negele Knight,/players/k/knighne01.html,1991,1999,G,8,185cm,79kg,1967-03-06,0,0,0,0,276,6.2,1.3,2.8,43.6,26.3,73.0,44.4,11.3,4.2
1508,Travis Knight,/players/k/knightr01.html,1997,2003,C,6,213cm,106kg,1974-09-13,0,0,0,0,371,3.4,3.1,0.6,43.8,25.9,69.6,44.4,11.4,7.9
1509,Kevin Knox,/players/k/knoxke01.html,2019,2020,F,1,201cm,97kg,1999-08-11,0,0,0,0,140,9.9,3.7,1.0,36.7,33.7,69.7,43.9,8.6,-1.2
1510,Bart Kofoed,/players/k/kofoeba01.html,1988,1993,G,5,193cm,95kg,1964-03-24,0,0,0,0,111,1.5,0.5,1.0,38.7,18.8,61.4,39.7,5.7,0.0
1511,Jon Koncak,/players/k/koncajo01.html,1986,1996,CF,10,213cm,113kg,1963-05-17,0,0,0,0,784,4.5,4.9,1.0,47.0,22.6,59.7,47.3,9.8,29.2
1512,John Konchar,/players/k/konchjo01.html,2020,2020,G,0,196cm,95kg,1996-03-22,0,0,0,0,19,2.8,2.5,1.2,64.9,50.0,50.0,71.6,18.0,0.7
1513,Joe Kopicki,/players/k/kopicjo01.html,1983,1985,F,2,206cm,108kg,1960-06-12,0,0,0,0,118,3.7,2.7,0.7,49.3,27.3,81.2,49.8,14.2,3.5
1514,Furkan Korkmaz,/players/k/korkmfu01.html,2018,2020,G,2,201cm,91kg,1997-07-24,0,0,0,0,134,7.5,2.1,1.0,41.6,37.7,76.7,53.3,11.6,3.9
1515,Frank Kornet,/players/k/kornefr01.html,1990,1991,F,1,206cm,102kg,1967-01-27,0,0,0,0,89,1.9,1.1,0.3,36.9,26.3,59.6,39.8,6.2,0.0
1516,Luke Kornet,/players/k/kornelu01.html,2018,2020,F,2,218cm,113kg,1995-07-15,0,0,0,0,102,6.6,2.8,1.1,40.0,33.9,77.6,50.8,13.8,2.9
1517,Yaroslav Korolev,/players/k/korolya01.html,2006,2007,F,1,206cm,92kg,1987-05-07,0,0,0,0,34,1.1,0.5,0.4,28.3,25.0,62.5,31.5,5.6,-0.1
1518,Kyle Korver,/players/k/korveky01.html,2004,2020,GF,16,201cm,96kg,1981-03-17,1,0,0,0,1232,9.7,3.0,1.7,44.2,42.9,87.7,57.4,12.8,73.4
1519,Kosta Koufos,/players/k/koufoko01.html,2009,2019,C,10,213cm,111kg,1989-02-24,0,0,0,0,686,5.7,5.0,0.5,53.4,0.0,58.2,53.4,15.4,28.3
1520,Arvid Kramer,/players/k/kramear01.html,1980,1980,C,0,206cm,99kg,1956-10-02,0,0,0,0,8,2.0,1.5,0.4,31.8,-,100.0,31.8,6.6,-0.1
1521,Joel Kramer,/players/k/kramejo01.html,1979,1983,FC,4,201cm,92kg,1955-11-30,0,0,0,0,328,3.8,2.8,1.0,47.9,0.0,73.7,47.9,10.8,9.1
1522,Viacheslav Kravtsov,/players/k/kravtvi01.html,2013,2014,C,1,213cm,117kg,1987-08-25,0,0,0,0,45,2.2,1.4,0.2,67.2,-,33.3,67.2,13.6,0.4
1523,Wayne Kreklow,/players/k/kreklwa01.html,1981,1981,G,0,193cm,79kg,1957-01-04,0,0,0,0,25,1.2,0.5,0.4,23.4,25.0,70.0,24.5,-1.9,-0.3
1524,Nenad Krstić,/players/k/krstine01.html,2005,2011,C,6,213cm,108kg,1983-07-25,0,0,0,0,419,10.0,5.4,0.8,49.4,14.3,73.0,49.4,13.6,21.5
1525,Larry Krystkowiak,/players/k/krystla01.html,1987,1997,FC,10,206cm,99kg,1964-09-23,0,0,0,0,420,8.2,4.9,1.2,45.7,13.9,79.5,45.8,12.0,15.6
1526,Bruce Kuczenski,/players/k/kuczebr01.html,1984,1984,F,0,208cm,104kg,1961-02-03,0,0,0,0,15,1.9,1.5,0.5,27.0,-,66.7,27.0,-0.5,-0.4
1527,Toni Kukoč,/players/k/kukocto01.html,1994,2006,F,12,208cm,87kg,1968-09-18,0,0,0,0,846,11.6,4.2,3.7,44.7,33.5,72.9,49.2,17.3,59.6
1528,Rodions Kurucs,/players/k/kurucro01.html,2019,2020,F,1,206cm,103kg,1998-02-05,0,0,0,0,110,6.8,3.5,0.9,44.9,33.2,73.8,52.2,10.2,2.4
1529,Rob Kurz,/players/k/kurzro01.html,2009,2009,F,0,206cm,105kg,1985-03-05,0,0,0,0,40,3.9,2.0,0.5,38.9,39.5,80.0,44.7,11.8,0.7
1530,Ibo Kutluay,/players/k/kutluib01.html,2005,2005,G,0,198cm,90kg,1974-07-01,0,0,0,0,5,0.0,0.2,0.0,0.0,-,-,0.0,-12.9,-0.1
1531,Kyle Kuzma,/players/k/kuzmaky01.html,2018,2020,F,2,203cm,100kg,1995-07-24,0,0,0,0,208,16.0,5.5,1.9,44.9,33.1,73.2,51.6,13.6,9.0
1532,Ognjen Kuzmić,/players/k/kuzmiog01.html,2014,2015,C,1,216cm,113kg,1990-05-16,0,0,0,0,37,0.9,1.0,0.2,52.0,-,60.0,52.0,7.6,0.2
1533,Mindaugas Kuzminskas,/players/k/kuzmimi01.html,2017,2018,F,1,206cm,97kg,1989-10-19,0,0,0,0,69,6.2,1.8,1.0,42.6,32.1,80.9,49.9,12.3,1.1
1534,Raef LaFrentz,/players/l/lafrera01.html,1999,2008,FC,9,211cm,108kg,1976-05-29,0,0,0,0,563,10.1,6.1,1.1,46.6,36.3,71.1,51.6,16.1,39.4
1535,Rusty LaRue,/players/l/larueru01.html,1998,2004,G,6,188cm,95kg,1973-12-10,0,0,0,0,98,5.0,1.3,1.6,37.6,31.8,84.1,43.1,8.9,0.5
1536,Zach LaVine,/players/l/lavinza01.html,2015,2020,G,5,198cm,90kg,1995-03-10,0,0,0,0,353,17.7,3.6,3.6,44.7,37.5,81.9,51.1,15.7,12.0
1537,Skal Labissière,/players/l/labissk01.html,2017,2020,F,3,208cm,106kg,1996-03-18,0,0,0,0,148,7.2,4.5,1.0,49.2,35.3,74.8,50.9,15.0,4.4
1538,Christian Laettner,/players/l/laettch01.html,1993,2005,FC,12,211cm,106kg,1969-08-17,1,0,0,0,868,12.8,6.7,2.6,48.0,26.1,82.0,48.6,16.9,64.9
1539,Oliver Lafayette,/players/l/lafayol01.html,2010,2010,G,0,188cm,86kg,1984-05-06,0,0,0,0,1,7.0,4.0,2.0,50.0,50.0,-,58.3,12.8,0.0
1540,Bill Laimbeer,/players/l/laimbbi01.html,1981,1994,C,13,211cm,111kg,1957-05-19,4,0,0,0,1068,12.9,9.7,2.0,49.8,32.6,83.7,50.7,16.1,105.6
1541,Doron Lamb,/players/l/lambdo01.html,2013,2014,G,1,193cm,95kg,1991-11-06,0,0,0,0,100,3.5,1.0,0.8,38.1,39.4,70.0,45.8,6.3,0.1
1542,Jeremy Lamb,/players/l/lambje01.html,2013,2020,GF,7,196cm,81kg,1992-05-30,0,0,0,0,481,10.5,3.7,1.6,44.4,33.9,85.1,50.3,15.8,23.4
1543,Jeff Lamp,/players/l/lampje01.html,1982,1989,FG,7,198cm,88kg,1959-03-09,0,0,0,0,291,5.1,1.5,0.9,47.0,22.2,84.1,47.4,11.5,5.2
1544,Maciej Lampe,/players/l/lampema01.html,2004,2006,C,2,211cm,124kg,1985-02-05,0,0,0,0,64,3.4,2.2,0.3,40.7,25.0,67.6,41.1,8.5,-0.2
1545,Jim Lampley,/players/l/lamplji01.html,1987,1987,C,0,208cm,104kg,1960-07-02,0,0,0,0,1,3.0,5.0,0.0,33.3,-,50.0,33.3,8.3,0.0
1546,Sean Lampley,/players/l/lamplse01.html,2003,2004,F,1,201cm,102kg,1979-09-03,0,0,0,0,45,4.5,2.1,0.7,46.3,0.0,69.1,46.3,13.5,1.1
1547,Carl Landry,/players/l/landrca01.html,2008,2016,F,8,206cm,112kg,1983-09-19,0,0,0,0,513,10.8,4.9,0.7,53.5,30.0,78.5,53.6,17.5,35.9
1548,Marcus Landry,/players/l/landrma01.html,2010,2010,F,0,201cm,104kg,1985-11-01,0,0,0,0,18,2.4,1.1,0.0,37.2,32.1,60.0,47.7,7.2,-0.1
1549,Jerome Lane,/players/l/laneje01.html,1989,1993,F,4,198cm,104kg,1966-12-04,0,0,0,0,218,5.3,5.8,1.5,44.1,6.3,37.9,44.2,12.6,2.3
1550,Andrew Lang,/players/l/langan01.html,1989,2000,C,11,211cm,111kg,1966-06-28,0,0,0,0,737,6.0,4.8,0.6,47.0,25.0,74.4,47.1,11.7,28.6
1551,Antonio Lang,/players/l/langan02.html,1995,2000,FG,5,203cm,92kg,1972-05-15,0,0,0,0,143,2.3,1.5,0.3,45.5,0.0,71.9,45.5,8.8,1.7
1552,James Lang,/players/l/langja01.html,2007,2007,C,0,208cm,129kg,1983-10-17,0,0,0,0,11,1.0,1.0,0.2,44.4,-,60.0,44.4,6.6,0.1
1553,Trajan Langdon,/players/l/langdtr01.html,2000,2002,G,2,190cm,89kg,1976-05-13,0,0,0,0,119,5.4,1.3,1.3,41.6,39.6,91.0,49.7,12.2,2.9
1554,Keith Langford,/players/l/langfke01.html,2008,2008,G,0,193cm,97kg,1983-09-15,0,0,0,0,2,1.0,1.0,0.0,25.0,-,-,25.0,-2.4,0.0
1555,Romeo Langford,/players/l/langfro01.html,2020,2020,G,0,193cm,97kg,1999-10-25,0,0,0,0,32,2.5,1.3,0.4,35.0,18.5,72.0,38.1,5.4,0.2
1556,Dan Langhi,/players/l/langhda01.html,2001,2004,F,3,211cm,99kg,1977-11-28,0,0,0,0,133,3.0,1.5,0.3,39.1,28.9,61.3,40.3,8.8,0.3
1557,Nicolás Laprovíttola,/players/l/laproni01.html,2017,2017,G,0,193cm,81kg,1990-01-31,0,0,0,0,18,3.3,0.6,1.6,42.6,37.0,100.0,53.2,8.4,0.2
1558,Shane Larkin,/players/l/larkish01.html,2014,2018,G,4,180cm,79kg,1992-10-02,0,0,0,0,256,5.5,1.9,2.9,42.2,33.6,77.7,46.8,11.4,4.4
1559,Stéphane Lasme,/players/l/lasmest01.html,2008,2008,F,0,203cm,97kg,1982-12-17,0,0,0,0,16,5.2,3.3,0.2,45.1,-,59.4,45.1,11.7,0.3
1560,Priest Lauderdale,/players/l/laudepr01.html,1997,1998,C,1,224cm,147kg,1973-08-31,0,0,0,0,74,3.4,1.9,0.4,47.2,0.0,55.4,47.2,11.3,-0.8
1561,Joffrey Lauvergne,/players/l/lauvejo01.html,2015,2018,CF,3,211cm,99kg,1991-09-30,0,0,0,0,208,5.6,3.8,0.9,47.9,28.5,71.9,50.4,14.3,5.2
1562,Acie Law,/players/l/lawac01.html,2008,2011,G,3,190cm,88kg,1985-01-25,0,0,0,0,188,3.9,1.0,1.6,41.3,23.5,77.8,43.4,9.9,1.6
1563,Vic Law,/players/l/lawvi01.html,2020,2020,F,0,201cm,90kg,1995-12-19,0,0,0,0,8,1.9,1.4,0.4,33.3,14.3,33.3,36.1,3.7,-0.1
1564,Gani Lawal,/players/l/lawalga01.html,2011,2011,F,0,206cm,106kg,1988-11-07,0,0,0,0,1,0.0,0.0,0.0,-,-,-,-,-9.1,0.0
1565,Edmund Lawrence,/players/l/lawreed01.html,1981,1981,C,0,213cm,103kg,1952-12-08,0,0,0,0,3,4.0,1.3,0.3,62.5,-,50.0,62.5,19.4,0.1
1566,Jason Lawson,/players/l/lawsoja01.html,1998,1998,C,0,211cm,108kg,1974-09-02,0,0,0,0,17,1.5,1.6,0.3,60.0,-,80.0,60.0,21.5,0.5
1567,Ty Lawson,/players/l/lawsoty01.html,2010,2017,G,7,180cm,88kg,1987-11-03,0,0,0,0,551,12.7,2.7,6.0,46.0,35.9,77.0,50.4,17.2,42.1
1568,Jake Layman,/players/l/laymaja01.html,2017,2020,F,3,203cm,94kg,1994-03-07,0,0,0,0,164,5.3,1.9,0.5,45.6,30.9,72.4,52.4,11.2,3.0
1569,Caris LeVert,/players/l/leverca01.html,2017,2020,GF,3,198cm,92kg,1994-08-25,0,0,0,0,213,12.7,3.7,3.6,43.3,33.9,70.8,49.1,14.4,7.3
1570,T.J. Leaf,/players/l/leaftj01.html,2018,2020,F,2,208cm,100kg,1997-04-30,0,0,0,0,139,3.3,2.0,0.3,49.1,34.1,57.1,53.0,13.8,2.7
1571,Allen Leavell,/players/l/leaveal01.html,1980,1989,G,9,185cm,77kg,1957-05-27,0,0,0,0,700,9.5,1.7,4.8,45.0,23.4,83.4,46.2,14.7,29.9
1572,Jeff Lebo,/players/l/leboje01.html,1990,1990,G,0,188cm,81kg,1966-10-05,0,0,0,0,4,1.5,1.0,0.8,28.6,-,100.0,28.6,5.8,0.0
1573,Eric Leckner,/players/l/leckner01.html,1989,1997,CF,8,211cm,120kg,1966-05-27,0,0,0,0,449,4.1,3.2,0.5,50.8,0.0,66.9,50.8,9.8,6.2
1574,Jalen Lecque,/players/l/lecquja01.html,2020,2020,G,0,190cm,83kg,2000-06-13,0,0,0,0,5,2.0,0.4,0.4,40.0,0.0,100.0,40.0,2.7,0.0
1575,Ricky Ledo,/players/l/ledori01.html,2014,2015,G,1,201cm,88kg,1992-09-10,0,0,0,0,28,3.9,1.4,0.8,33.6,37.1,76.9,39.4,7.0,-0.6
1576,Butch Lee,/players/l/leebu01.html,1979,1980,G,1,183cm,83kg,1956-12-05,0,0,0,0,96,8.1,1.4,3.2,45.0,-,76.1,45.0,13.5,2.4
1577,Courtney Lee,/players/l/leeco01.html,2009,2020,G,11,196cm,97kg,1985-10-03,0,0,0,0,811,9.6,2.6,1.7,45.1,38.8,85.3,51.8,12.2,39.3
1578,Damion Lee,/players/l/leeda03.html,2018,2020,G,2,196cm,95kg,1992-10-21,0,0,0,0,96,9.8,3.9,1.8,41.9,34.6,85.3,49.9,12.4,2.8
1579,David Lee,/players/l/leeda02.html,2006,2017,F,11,206cm,111kg,1983-04-29,2,0,0,0,829,13.5,8.8,2.2,53.5,3.4,77.2,53.6,19.1,76.0
1580,Doug Lee,/players/l/leedo01.html,1992,1995,GF,3,196cm,90kg,1964-10-24,0,0,0,0,73,2.3,0.6,0.4,41.2,31.0,70.0,47.3,11.0,0.7
1581,Keith Lee,/players/l/leeke01.html,1986,1989,FC,3,208cm,97kg,1962-12-28,0,0,0,0,182,6.1,4.7,1.0,45.1,16.7,74.6,45.2,12.2,3.7
1582,Kurk Lee,/players/l/leeku01.html,1991,1991,G,0,190cm,86kg,1967-06-03,0,0,0,0,48,1.4,0.6,0.7,26.8,20.0,89.3,28.9,5.6,-0.1
1583,Malcolm Lee,/players/l/leema01.html,2012,2015,G,3,196cm,90kg,1990-05-22,0,0,0,0,36,3.9,1.8,1.4,38.2,29.4,70.3,41.9,9.5,0.4
1584,Rock Lee,/players/l/leero02.html,1982,1982,C,0,208cm,99kg,1955-05-01,0,0,0,0,2,1.0,0.5,1.0,50.0,-,0.0,50.0,1.0,0.0
1585,Tim Legler,/players/l/legleti01.html,1990,2000,G,10,193cm,90kg,1966-12-26,0,0,0,0,310,7.0,1.6,1.3,44.7,43.1,84.0,52.3,13.6,12.1
1586,Walt Lemon,/players/l/lemonwa01.html,2018,2019,G,1,190cm,81kg,1992-07-26,0,0,0,0,11,9.4,2.6,3.2,43.7,50.0,71.4,45.1,14.7,0.0
1587,Alex Len,/players/l/lenal01.html,2014,2020,C,6,213cm,113kg,1993-06-16,0,0,0,0,467,8.0,6.3,0.8,49.5,33.3,69.0,51.2,15.3,18.0
1588,Voshon Lenard,/players/l/lenarvo01.html,1996,2006,G,10,193cm,92kg,1973-05-14,0,0,0,0,565,11.9,2.8,2.1,41.5,38.4,78.7,49.4,13.8,29.6
1589,Gary Leonard,/players/l/leonaga01.html,1990,1992,C,2,216cm,113kg,1967-02-16,0,0,0,0,31,1.4,1.1,0.1,45.9,0.0,50.0,45.9,8.6,0.1
1590,Kawhi Leonard,/players/l/leonaka01.html,2012,2020,F,8,201cm,102kg,1991-06-29,4,4,6,0,524,18.7,6.4,2.7,49.1,38.3,85.5,54.4,23.1,74.5
1591,Meyers Leonard,/players/l/leoname01.html,2013,2020,CF,7,213cm,117kg,1992-02-27,0,0,0,0,444,5.6,3.9,0.9,48.2,39.0,81.1,56.4,12.0,15.5
1592,Jim Les,/players/l/lesji01.html,1989,1995,G,6,180cm,74kg,1963-08-18,0,0,0,0,321,3.8,1.2,2.9,39.7,39.6,81.8,50.1,12.4,8.1
1593,Travis Leslie,/players/l/leslitr01.html,2012,2012,G,0,193cm,92kg,1990-03-29,0,0,0,0,10,1.4,0.9,0.5,35.7,-,44.4,35.7,14.6,0.1
1594,Ronnie Lester,/players/l/lestero01.html,1981,1986,G,5,188cm,79kg,1959-01-01,0,0,0,0,250,7.3,1.9,4.0,46.9,22.7,78.8,47.0,13.0,6.3
1595,Clifford Lett,/players/l/lettcl01.html,1990,1991,G,1,190cm,77kg,1965-12-23,0,0,0,0,11,3.5,0.6,0.7,43.2,0.0,66.7,43.2,3.4,-0.1
1596,Jon Leuer,/players/l/leuerjo01.html,2012,2019,F,7,208cm,103kg,1989-05-14,0,0,0,0,377,6.4,3.8,0.8,48.4,32.8,76.7,51.5,14.5,13.2
1597,Fat Lever,/players/l/leverfa01.html,1983,1994,G,11,190cm,77kg,1960-08-18,2,0,0,0,752,13.9,6.0,6.2,44.7,31.0,77.1,45.5,17.8,61.2
1598,Cliff Levingston,/players/l/levincl01.html,1983,1995,F,12,203cm,95kg,1961-01-04,0,0,0,0,830,7.1,5.2,0.9,51.6,15.2,67.6,51.6,13.8,44.2
1599,Cedric Lewis,/players/l/lewisce01.html,1996,1996,FC,0,208cm,106kg,1969-09-24,0,0,0,0,3,1.3,0.7,0.0,66.7,-,-,66.7,62.7,0.1
1600,Martin Lewis,/players/l/lewisma01.html,1996,1997,F,1,196cm,95kg,1975-04-28,0,0,0,0,25,3.6,1.4,0.3,47.3,30.0,59.3,49.3,11.2,0.1
1601,Quincy Lewis,/players/l/lewisqu01.html,2000,2004,F,4,201cm,97kg,1977-06-26,0,0,0,0,159,3.6,1.3,0.6,39.7,33.3,71.0,42.9,6.7,0.8
1602,Ralph Lewis,/players/l/lewisra01.html,1988,1990,FG,2,198cm,90kg,1963-03-28,0,0,0,0,99,2.3,1.2,0.3,41.4,25.0,56.2,41.6,8.5,0.0
1603,Rashard Lewis,/players/l/lewisra02.html,1999,2014,F,15,208cm,97kg,1979-08-08,2,0,0,0,1049,14.9,5.2,1.7,45.2,38.6,80.5,52.4,16.8,90.9
1604,Reggie Lewis,/players/l/lewisre01.html,1988,1993,GF,5,201cm,88kg,1965-11-21,1,0,0,0,450,17.6,4.3,2.6,48.8,20.0,82.4,49.0,17.1,38.9
1605,Marcus Liberty,/players/l/liberma01.html,1991,1994,F,3,203cm,92kg,1968-10-27,0,0,0,0,267,7.3,3.5,0.9,41.7,34.0,66.4,43.5,12.2,4.0
1606,Todd Lichti,/players/l/lichtto01.html,1990,1994,GF,4,193cm,92kg,1967-01-08,0,0,0,0,237,7.9,2.1,1.4,46.0,24.4,78.9,46.6,12.2,5.6
1607,DeAndre Liggins,/players/l/liggide01.html,2012,2018,G,6,198cm,94kg,1988-03-31,0,0,0,0,177,2.0,1.4,0.7,40.2,35.2,54.9,46.9,7.3,1.6
1608,Damian Lillard,/players/l/lillada01.html,2013,2020,G,7,188cm,88kg,1990-07-15,5,5,0,0,615,24.2,4.2,6.5,43.7,37.3,88.9,51.6,22.0,81.9
1609,Jeremy Lin,/players/l/linje01.html,2011,2019,G,8,190cm,90kg,1988-08-23,0,0,0,0,480,11.6,2.8,4.3,43.3,34.2,80.9,48.5,15.3,23.5
1610,Steve Lingenfelter,/players/l/lingest01.html,1983,1984,F,1,206cm,102kg,1958-06-10,0,0,0,0,10,1.0,1.6,0.5,71.4,-,0.0,71.4,3.1,0.0
1611,Alton Lister,/players/l/listeal01.html,1982,1998,CF,16,213cm,108kg,1958-10-01,0,0,0,0,953,6.6,6.3,1.0,51.2,11.1,59.7,51.2,12.9,36.6
1612,Nassir Little,/players/l/littlna01.html,2020,2020,F,0,196cm,99kg,2000-02-11,0,0,0,0,48,3.6,2.3,0.5,43.0,23.7,63.6,47.7,9.6,0.6
1613,Randy Livingston,/players/l/livinra01.html,1997,2007,G,10,193cm,94kg,1975-04-02,0,0,0,0,203,3.8,1.4,2.0,40.6,35.1,77.1,42.9,10.0,2.3
1614,Shaun Livingston,/players/l/livinsh01.html,2005,2019,G,14,201cm,87kg,1985-09-11,0,0,0,0,833,6.3,2.4,3.0,48.6,17.8,79.4,48.8,12.5,29.9
1615,Horacio Llamas Grey,/players/l/llamaho01.html,1997,1998,C,1,211cm,129kg,1973-07-17,0,0,0,0,28,2.1,1.3,0.2,46.9,33.3,61.1,48.0,10.0,0.0
1616,Lewis Lloyd,/players/l/lloydle01.html,1982,1990,GF,8,198cm,92kg,1959-02-22,0,0,0,0,388,13.2,3.1,2.9,52.4,21.3,77.1,52.5,16.4,19.8
1617,Rob Lock,/players/l/lockro01.html,1989,1989,F,0,206cm,102kg,1966-05-22,0,0,0,0,20,1.5,1.6,0.2,28.1,-,80.0,28.1,5.3,-0.2
1618,Darrell Lockhart,/players/l/lockhda01.html,1984,1984,C,0,206cm,111kg,1960-09-14,0,0,0,0,2,2.0,1.5,0.0,100.0,-,-,100.0,1.6,0.0
1619,Ian Lockhart,/players/l/lockhia01.html,1991,1991,F,0,203cm,108kg,1967-06-25,0,0,0,0,1,4.0,0.0,0.0,100.0,-,100.0,100.0,76.3,0.0
1620,Kevin Loder,/players/l/loderke01.html,1982,1984,FG,2,198cm,92kg,1959-03-15,0,0,0,0,148,5.9,2.3,1.2,46.1,26.1,69.5,46.5,11.9,2.4
1621,Zach Lofton,/players/l/loftoza01.html,2019,2019,G,0,193cm,81kg,1992-11-18,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,-,0.0,-10.0,0.0
1622,Brad Lohaus,/players/l/lohaubr01.html,1988,1998,FC,10,211cm,104kg,1964-09-29,0,0,0,0,656,5.9,2.8,1.1,44.0,36.1,73.3,49.6,12.3,15.2
1623,Art Long,/players/l/longar01.html,2001,2003,FC,2,206cm,113kg,1972-10-01,0,0,0,0,98,3.5,3.3,0.5,45.8,66.7,48.5,46.1,9.7,0.9
1624,Grant Long,/players/l/longgr01.html,1989,2003,F,14,203cm,102kg,1966-03-12,0,0,0,0,1003,9.5,6.1,1.7,46.7,28.3,76.1,47.2,13.3,60.1
1625,John Long,/players/l/longjo01.html,1979,1997,GF,18,196cm,88kg,1956-08-28,0,0,0,0,893,13.6,2.8,1.9,46.7,32.2,86.2,47.2,14.2,32.0
1626,Shawn Long,/players/l/longsh01.html,2017,2017,CF,0,206cm,115kg,1993-01-29,0,0,0,0,18,8.2,4.7,0.7,56.0,36.8,54.3,59.2,24.1,0.9
1627,Luc Longley,/players/l/longllu01.html,1992,2001,C,9,218cm,120kg,1969-01-19,0,0,0,0,567,7.2,4.9,1.5,46.2,0.0,76.0,46.2,11.8,17.5
1628,Kevon Looney,/players/l/looneke01.html,2016,2020,FC,4,206cm,100kg,1996-02-06,0,0,0,0,224,4.4,3.7,1.0,57.0,15.0,60.1,57.4,15.4,10.3
1629,Brook Lopez,/players/l/lopezbr01.html,2009,2020,C,11,213cm,127kg,1988-04-01,1,0,0,0,785,16.8,6.4,1.5,49.4,34.1,79.3,52.0,19.6,65.6
1630,Felipe López,/players/l/lopezfe01.html,1999,2002,G,3,196cm,90kg,1974-12-19,0,0,0,0,249,5.8,2.4,1.0,43.2,32.7,65.9,45.1,11.5,3.1
1631,Raül López,/players/l/lopezra01.html,2004,2005,G,1,185cm,77kg,1980-04-15,0,0,0,0,113,6.5,1.7,3.8,42.9,34.6,85.3,46.4,12.2,2.1
1632,Robin Lopez,/players/l/lopezro01.html,2009,2020,C,11,213cm,127kg,1988-04-01,0,0,0,0,832,8.8,5.1,0.8,52.9,29.5,74.9,53.3,15.9,44.5
1633,Ryan Lorthridge,/players/l/lorthry01.html,1995,1995,G,0,193cm,86kg,1972-07-27,0,0,0,0,37,7.4,1.9,2.7,47.5,21.4,64.8,48.2,12.9,0.4
1634,Kevin Love,/players/l/loveke01.html,2009,2020,F,11,203cm,113kg,1988-09-07,5,2,0,0,713,18.2,11.1,2.4,44.2,37.0,82.8,50.6,21.6,82.0
1635,Sidney Lowe,/players/l/lowesi01.html,1984,1990,G,6,183cm,88kg,1960-01-21,0,0,0,0,193,2.9,1.7,3.9,36.7,13.3,76.4,37.0,10.4,3.9
1636,Kyle Lowry,/players/l/lowryky01.html,2007,2020,G,13,183cm,88kg,1986-03-25,6,0,0,0,914,14.7,4.3,6.2,42.3,36.6,80.9,50.6,18.4,94.1
1637,Jordan Loyd,/players/l/loydjo01.html,2019,2019,G,0,193cm,95kg,1993-07-27,0,0,0,0,12,2.4,0.8,0.5,44.4,50.0,81.8,55.6,16.3,0.2
1638,Kalin Lucas,/players/l/lucaska01.html,2015,2019,G,4,185cm,88kg,1989-05-24,0,0,0,0,2,1.0,1.5,0.5,0.0,0.0,100.0,0.0,8.0,0.0
1639,John Lucas III,/players/l/lucasjo02.html,2006,2017,G,11,180cm,75kg,1982-11-21,0,0,0,0,242,4.7,1.0,1.5,38.3,34.4,76.8,45.2,11.8,3.4
1640,Tyronn Lue,/players/l/luety01.html,1999,2009,G,10,183cm,79kg,1977-05-03,0,0,0,0,554,8.5,1.7,3.1,43.7,39.1,82.9,49.4,13.2,19.7
1641,Timothé Luwawu-Cabarrot,/players/l/luwawti01.html,2017,2020,F,3,201cm,99kg,1995-05-09,0,0,0,0,218,6.1,2.0,0.8,39.8,33.8,82.8,48.8,8.7,3.5
1642,Tyler Lydon,/players/l/lydonty01.html,2018,2019,F,1,208cm,102kg,1996-04-09,0,0,0,0,26,0.9,0.7,0.2,50.0,40.0,33.3,61.1,9.1,0.2
1643,Trey Lyles,/players/l/lylestr01.html,2016,2020,F,4,206cm,106kg,1995-11-05,0,0,0,0,351,7.4,4.2,1.1,43.3,34.1,70.8,50.2,13.1,10.3
1644,George Lynch,/players/l/lynchge01.html,1994,2005,F,11,203cm,98kg,1970-09-03,0,0,0,0,774,6.6,5.0,1.4,44.6,30.6,65.2,46.2,12.8,32.3
1645,Kevin Lynch,/players/l/lynchke01.html,1992,1993,GF,1,196cm,88kg,1968-12-24,0,0,0,0,95,3.3,1.3,1.1,43.6,33.3,72.6,44.1,7.7,0.4
1646,Sheldon Mac,/players/m/mcclesh01.html,2017,2017,G,0,196cm,90kg,1992-12-21,0,0,0,0,30,3.0,1.1,0.5,40.0,23.3,85.2,44.7,10.1,0.5
1647,Todd MacCulloch,/players/m/maccuto01.html,2000,2003,C,3,213cm,127kg,1976-01-27,0,0,0,0,223,6.1,4.0,0.5,54.1,-,64.2,54.1,16.9,11.9
1648,Don MacLean,/players/m/macledo01.html,1993,2001,F,8,208cm,106kg,1970-01-16,0,0,0,0,319,10.9,3.8,1.3,45.5,28.4,76.5,46.5,15.1,9.4
1649,Scott Machado,/players/m/machasc01.html,2013,2019,G,6,185cm,92kg,1990-06-08,0,0,0,0,10,1.8,0.1,0.9,58.3,50.0,100.0,62.5,13.7,0.0
1650,Arvydas Macijauskas,/players/m/macijar01.html,2006,2006,G,0,193cm,97kg,1980-01-19,0,0,0,0,19,2.3,0.5,0.3,34.1,25.0,86.7,37.8,8.3,0.0
1651,Ollie Mack,/players/m/mackol01.html,1980,1982,G,2,190cm,83kg,1957-06-06,0,0,0,0,128,7.2,2.5,1.8,45.8,0.0,67.4,45.8,12.0,2.5
